loan_details_key,term,grade,sub_grade,purpose,title,application_type,initial_list_status
481,36 months,A,A4,credit_card,Credit Card,Individual,w
482,36 months,A,A4,credit_card,Credit Card Cons,Individual,w
483,36 months,A,A4,credit_card,Credit Card Consolidation,Individual,f
484,36 months,A,A4,credit_card,Credit Card Consolidation,Individual,w
485,36 months,A,A4,credit_card,Credit Card Elimination,Individual,f
486,36 months,A,A4,credit_card,Credit Card Pay Off,Individual,f
487,36 months,A,A4,credit_card,Credit Card Payments,Individual,f
488,36 months,A,A4,credit_card,Credit Card Payoff,Individual,f
489,36 months,A,A4,credit_card,Credit Card Refi,Individual,f
490,36 months,A,A4,credit_card,Credit Card Refinance,Individual,w
491,36 months,A,A4,credit_card,Credit Consoladate,Individual,f
492,36 months,A,A4,credit_card,Credit Consolidation,Individual,w
493,36 months,A,A4,credit_card,Credit card debt,Individual,f
494,36 months,A,A4,credit_card,Credit card refinance,Individual,w
495,36 months,A,A4,credit_card,Credit card refinancing,Individual,f
496,36 months,A,A4,credit_card,Credit card refinancing,Individual,w
497,36 months,A,A4,credit_card,Credit card refinancing,Joint App,f
498,36 months,A,A4,credit_card,Credit card refinancing,Joint App,w
499,36 months,A,A4,credit_card,CreditCardPayoff,Individual,f
500,36 months,A,A4,credit_card,Debt Consolidate/Simplification,Individual,f
501,36 months,A,A4,credit_card,Debt Consolidation,Individual,f
502,36 months,A,A4,credit_card,Debt Consolodation,Individual,w
503,36 months,A,A4,credit_card,Debt consolidation,Individual,f
504,36 months,A,A4,credit_card,Debt consolidation,Individual,w
505,36 months,A,A4,credit_card,Fresh Start to Invest,Individual,f
506,36 months,A,A4,credit_card,Home improvement,Individual,w
507,36 months,A,A4,credit_card,Housekeeping,Individual,f
508,36 months,A,A4,credit_card,LC1,Individual,f
509,36 months,A,A4,credit_card,Lower My Debt Faster,Individual,f
510,36 months,A,A4,credit_card,New start,Individual,f
511,36 months,A,A4,credit_card,Options,Individual,w
512,36 months,A,A4,credit_card,Other,Individual,f
513,36 months,A,A4,credit_card,Other,Individual,w
514,36 months,A,A4,credit_card,Pay off credit cards,Individual,f
515,36 months,A,A4,credit_card,Pay off plan,Individual,w
516,36 months,A,A4,credit_card,Payoff,Individual,w
517,36 months,A,A4,credit_card,Payoffdebts,Individual,f
518,36 months,A,A4,credit_card,Personal,Individual,w
519,36 months,A,A4,credit_card,Personal refinance,Individual,w
520,36 months,A,A4,credit_card,Refinance Existing Loan,Individual,f
521,36 months,A,A4,credit_card,Refinancing Credit Cards,Individual,w
522,36 months,A,A4,credit_card,Responsible 1,Individual,w
523,36 months,A,A4,credit_card,Responsible Borrower - Refi Lending Club,Individual,f
524,36 months,A,A4,credit_card,Set me free,Individual,f
525,36 months,A,A4,credit_card,consolidate cards,Individual,w
526,36 months,A,A4,credit_card,credit card consolidation,Individual,f
527,36 months,A,A4,credit_card,credit card consolidation,Individual,w
528,36 months,A,A4,credit_card,credit card debit,Individual,w
529,36 months,A,A4,credit_card,credit card loan,Individual,f
530,36 months,A,A4,credit_card,credit card payoff,Individual,w
531,36 months,A,A4,credit_card,credit card refinance,Individual,w
532,36 months,A,A4,credit_card,credit consolidation,Individual,f
533,36 months,A,A4,credit_card,credit refinance,Individual,w
534,36 months,A,A4,credit_card,creditcardpayoff,Individual,w
535,36 months,A,A4,credit_card,financial freedom,Individual,f
536,36 months,A,A4,credit_card,financial independence,Individual,w
537,36 months,A,A4,credit_card,freedom,Individual,f
538,36 months,A,A4,credit_card,last loan,Individual,f
539,36 months,A,A4,credit_card,loan,Individual,w
540,36 months,A,A4,credit_card,main loan,Individual,w
541,36 months,A,A4,credit_card,money payoff,Individual,f
542,36 months,A,A4,credit_card,mybills,Individual,f
543,36 months,A,A4,credit_card,pay off card,Individual,w
544,36 months,A,A4,credit_card,payoff credit cards loan,Individual,f
545,36 months,A,A4,debt_consolidation,,Individual,f
546,36 months,A,A4,debt_consolidation,,Individual,w
547,36 months,A,A4,debt_consolidation,,Joint App,f
548,36 months,A,A4,debt_consolidation,,Joint App,w
549,36 months,A,A4,debt_consolidation,BOA payoff,Individual,f
550,36 months,A,A4,debt_consolidation,ByeBye,Individual,w
551,36 months,A,A4,debt_consolidation,CCDEBT,Individual,w
552,36 months,A,A4,debt_consolidation,Car financing,Individual,f
553,36 months,A,A4,debt_consolidation,Consolidate,Individual,f
554,36 months,A,A4,debt_consolidation,Consolidate,Individual,w
555,36 months,A,A4,debt_consolidation,Consolidating ALL of my debt!,Individual,f
556,36 months,A,A4,debt_consolidation,Consolidation,Individual,f
557,36 months,A,A4,debt_consolidation,Consolidation,Individual,w
558,36 months,A,A4,debt_consolidation,Consolidation Loan,Individual,f
559,36 months,A,A4,debt_consolidation,Credit Card,Individual,w
560,36 months,A,A4,debt_consolidation,Credit Card Consolidation,Individual,f
561,36 months,A,A4,debt_consolidation,Credit Card Consolidation,Individual,w
562,36 months,A,A4,debt_consolidation,Credit Card Consolidation Loan,Individual,w
563,36 months,A,A4,debt_consolidation,Credit Card Debt Consolidation,Individual,w
564,36 months,A,A4,debt_consolidation,Credit Card Loan,Individual,f
565,36 months,A,A4,debt_consolidation,Credit card refinancing,Individual,f
566,36 months,A,A4,debt_consolidation,Credit card refinancing,Individual,w
567,36 months,A,A4,debt_consolidation,Credit debt consolidation loan,Individual,w
568,36 months,A,A4,debt_consolidation,DEBT REDUCTION,Individual,w
569,36 months,A,A4,debt_consolidation,Debt,Individual,f
570,36 months,A,A4,debt_consolidation,Debt,Individual,w
571,36 months,A,A4,debt_consolidation,Debt Console,Individual,w
572,36 months,A,A4,debt_consolidation,Debt Consolidation,Individual,f
573,36 months,A,A4,debt_consolidation,Debt Consolidation,Individual,w
574,36 months,A,A4,debt_consolidation,Debt Consolidation Loan,Individual,f
575,36 months,A,A4,debt_consolidation,Debt Consolidation Loan,Individual,w
576,36 months,A,A4,debt_consolidation,Debt Consolidation/Business Funding,Individual,w
577,36 months,A,A4,debt_consolidation,Debt Loan,Individual,f
578,36 months,A,A4,debt_consolidation,Debt Payoff Loan,Individual,f
579,36 months,A,A4,debt_consolidation,Debt consolidation,Individual,f
580,36 months,A,A4,debt_consolidation,Debt consolidation,Individual,w
581,36 months,A,A4,debt_consolidation,Debt consolidation,Joint App,f
582,36 months,A,A4,debt_consolidation,Debt consolidation,Joint App,w
583,36 months,A,A4,debt_consolidation,Debt consolidation Loan,Individual,w
584,36 months,A,A4,debt_consolidation,DiscoverCard/DiscoverBank refinance,Individual,f
585,36 months,A,A4,debt_consolidation,Finite,Individual,w
586,36 months,A,A4,debt_consolidation,Get out Debt Loan,Individual,w
587,36 months,A,A4,debt_consolidation,Higher Rate Account Consolidation,Individual,w
588,36 months,A,A4,debt_consolidation,Home Improvement,Individual,f
589,36 months,A,A4,debt_consolidation,Home improvement,Individual,w
590,36 months,A,A4,debt_consolidation,Loan Payoff,Individual,w
591,36 months,A,A4,debt_consolidation,Moving and relocation,Individual,w
592,36 months,A,A4,debt_consolidation,My Loan,Individual,w
593,36 months,A,A4,debt_consolidation,Old Debt Payoff,Individual,f
594,36 months,A,A4,debt_consolidation,Only one payment,Individual,w
595,36 months,A,A4,debt_consolidation,Other,Individual,w
596,36 months,A,A4,debt_consolidation,Pay them back,Individual,f
597,36 months,A,A4,debt_consolidation,Personal,Individual,f
598,36 months,A,A4,debt_consolidation,Personal & Business Loan Consolidation,Individual,f
599,36 months,A,A4,debt_consolidation,Personal Loan,Individual,f
600,36 months,A,A4,debt_consolidation,Personal Loan,Individual,w
601,36 months,A,A4,debt_consolidation,Refinancing My Lending Club Loan,Individual,f
602,36 months,A,A4,debt_consolidation,Relief,Individual,f
603,36 months,A,A4,debt_consolidation,bills,Individual,f
604,36 months,A,A4,debt_consolidation,consolidating debts,Individual,f
605,36 months,A,A4,debt_consolidation,credit,Individual,w
606,36 months,A,A4,debt_consolidation,credit card consolidation,Individual,f
607,36 months,A,A4,debt_consolidation,credit card loans,Individual,w
608,36 months,A,A4,debt_consolidation,creditconsolidate,Individual,f
609,36 months,A,A4,debt_consolidation,debt consolidation,Individual,w
610,36 months,A,A4,debt_consolidation,debt payoff,Individual,w
611,36 months,A,A4,debt_consolidation,interest shaving,Individual,w
612,36 months,A,A4,debt_consolidation,minimalizing with one payment!!!!,Individual,w
613,36 months,A,A4,debt_consolidation,my loan,Individual,f
614,36 months,A,A4,debt_consolidation,pay off debts,Individual,f
615,36 months,A,A4,debt_consolidation,truck,Individual,w
616,36 months,A,A4,home_improvement,,Individual,f
617,36 months,A,A4,home_improvement,,Individual,w
618,36 months,A,A4,home_improvement,,Joint App,w
619,36 months,A,A4,home_improvement,Debt consolidation,Individual,w
620,36 months,A,A4,home_improvement,Home improvement,Individual,f
621,36 months,A,A4,home_improvement,Home improvement,Individual,w
622,36 months,A,A4,home_improvement,Home improvement,Joint App,f
623,36 months,A,A4,home_improvement,Home improvement,Joint App,w
624,36 months,A,A4,home_improvement,Indiana Home Improvement,Individual,f
625,36 months,A,A4,home_improvement,Other,Individual,f
626,36 months,A,A4,home_improvement,Pool Repair & More,Individual,f
627,36 months,A,A4,home_improvement,Tiles,Individual,f
628,36 months,A,A4,house,Home buying,Individual,f
629,36 months,A,A4,house,Home buying,Individual,w
630,36 months,A,A4,house,Home buying,Joint App,f
631,36 months,A,A4,house,Home buying,Joint App,w
632,36 months,A,A4,major_purchase,,Individual,f
633,36 months,A,A4,major_purchase,,Individual,w
634,36 months,A,A4,major_purchase,Diamond,Individual,f
635,36 months,A,A4,major_purchase,Major investment,Individual,f
636,36 months,A,A4,major_purchase,Major purchase,Individual,f
637,36 months,A,A4,major_purchase,Major purchase,Individual,w
638,36 months,A,A4,major_purchase,Major purchase,Joint App,f
639,36 months,A,A4,major_purchase,Major purchase,Joint App,w
640,36 months,A,A4,major_purchase,PURCHASE BATTERIES FOR GOLF CART,Individual,f
641,36 months,A,A4,major_purchase,Photography,Individual,f
642,36 months,A,A4,major_purchase,Relocation Wedding Car,Individual,f
643,36 months,A,A4,medical,,Individual,w
644,36 months,A,A4,medical,Medical expenses,Individual,f
645,36 months,A,A4,medical,Medical expenses,Individual,w
646,36 months,A,A4,medical,Medical expenses,Joint App,f
647,36 months,A,A4,medical,Medical expenses,Joint App,w
648,36 months,A,A4,moving,,Individual,w
649,36 months,A,A4,moving,Moving and relocation,Individual,f
650,36 months,A,A4,moving,Moving and relocation,Individual,w
651,36 months,A,A4,moving,Moving and relocation,Joint App,f
652,36 months,A,A4,moving,Moving and relocation,Joint App,w
653,36 months,A,A4,other,,Individual,f
654,36 months,A,A4,other,,Individual,w
655,36 months,A,A4,other,,Joint App,f
656,36 months,A,A4,other,Other,Individual,f
657,36 months,A,A4,other,Other,Individual,w
658,36 months,A,A4,other,Other,Joint App,f
659,36 months,A,A4,other,Other,Joint App,w
660,36 months,A,A4,other,Short Term Cash - Repay Early,Individual,w
661,36 months,A,A4,renewable_energy,Green loan,Individual,f
662,36 months,A,A4,renewable_energy,Green loan,Individual,w
663,36 months,A,A4,renewable_energy,Green loan,Joint App,w
664,36 months,A,A4,small_business,,Individual,w
665,36 months,A,A4,small_business,Business,Individual,f
666,36 months,A,A4,small_business,Business,Individual,w
667,36 months,A,A4,small_business,Business,Joint App,f
668,36 months,A,A4,small_business,Business,Joint App,w
669,36 months,A,A4,vacation,,Individual,w
670,36 months,A,A4,vacation,Debt consolidation,Individual,w
671,36 months,A,A4,vacation,Major purchase,Individual,w
672,36 months,A,A4,vacation,Vacation,Individual,f
673,36 months,A,A4,vacation,Vacation,Individual,w
674,36 months,A,A4,vacation,Vacation,Joint App,w
675,36 months,A,A5,car,,Individual,w
676,36 months,A,A5,car,Car Financing,Individual,f
677,36 months,A,A5,car,Car financing,Individual,f
678,36 months,A,A5,car,Car financing,Individual,w
679,36 months,A,A5,car,Car financing,Joint App,f
680,36 months,A,A5,car,Car financing,Joint App,w
681,36 months,A,A5,car,Medical Expenses,Individual,f
682,36 months,A,A5,car,payoff  car loan and bills,Individual,w
683,36 months,A,A5,credit_card,,Individual,f
684,36 months,A,A5,credit_card,,Individual,w
685,36 months,A,A5,credit_card,,Joint App,f
686,36 months,A,A5,credit_card,,Joint App,w
687,36 months,A,A5,credit_card,AmExPayoffLoan,Individual,f
688,36 months,A,A5,credit_card,CC Debt Consolidation,Individual,f
689,36 months,A,A5,credit_card,CC Payoff,Individual,f
690,36 months,A,A5,credit_card,CC Refinance,Individual,f
691,36 months,A,A5,credit_card,CREDIT CARD PAYOFF,Individual,f
692,36 months,A,A5,credit_card,Card Consolidation,Individual,f
693,36 months,A,A5,credit_card,Cards Payoff,Individual,f
694,36 months,A,A5,credit_card,Chase Refinance,Individual,w
695,36 months,A,A5,credit_card,Consolidation,Individual,f
696,36 months,A,A5,credit_card,Consolidation and Kitchen Appliances,Individual,f
697,36 months,A,A5,credit_card,Credit Card Consol,Individual,w
698,36 months,A,A5,credit_card,Credit Card Consolidation,Individual,f
699,36 months,A,A5,credit_card,Credit Card Consolidation,Individual,w
700,36 months,A,A5,credit_card,Credit Card Consolidation Loan,Individual,f
701,36 months,A,A5,credit_card,Credit Card Consolidation Low Apr!,Individual,w
702,36 months,A,A5,credit_card,Credit Card Loan,Individual,w
703,36 months,A,A5,credit_card,Credit Card Payoff,Individual,f
704,36 months,A,A5,credit_card,Credit Card Payoff,Individual,w
705,36 months,A,A5,credit_card,Credit Card Refinance Loan,Individual,f
706,36 months,A,A5,credit_card,Credit Card Refinancing,Individual,w
707,36 months,A,A5,credit_card,Credit Card refinance,Individual,f
708,36 months,A,A5,credit_card,Credit Cards,Individual,w
709,36 months,A,A5,credit_card,Credit Cards Pay Off,Individual,f
710,36 months,A,A5,credit_card,Credit Cards Payoff Loan,Individual,f
711,36 months,A,A5,credit_card,Credit Cleanse,Individual,f
712,36 months,A,A5,credit_card,Credit Loan,Individual,f
713,36 months,A,A5,credit_card,Credit card consolidation,Individual,w
714,36 months,A,A5,credit_card,Credit card financing,Individual,f
715,36 months,A,A5,credit_card,Credit card high rate,Individual,w
716,36 months,A,A5,credit_card,Credit card pay off,Individual,w
717,36 months,A,A5,credit_card,Credit card refinance,Individual,f
718,36 months,A,A5,credit_card,Credit card refinancing,Individual,f
719,36 months,A,A5,credit_card,Credit card refinancing,Individual,w
720,36 months,A,A5,credit_card,Credit card refinancing,Joint App,f
721,36 months,A,A5,credit_card,Credit card refinancing,Joint App,w
722,36 months,A,A5,credit_card,CreditCardConsolidation,Individual,w
723,36 months,A,A5,credit_card,CreditcardConsolidation,Individual,f
724,36 months,A,A5,credit_card,Debit Freedom,Individual,w
725,36 months,A,A5,credit_card,Debt Consolidation,Individual,w
726,36 months,A,A5,credit_card,Debt Consolidation at a lower rate,Individual,f
727,36 months,A,A5,credit_card,Debt consolidation,Individual,f
728,36 months,A,A5,credit_card,Debt consolidation,Individual,w
729,36 months,A,A5,credit_card,Discover refinance,Individual,f
730,36 months,A,A5,credit_card,Eagle,Individual,f
731,36 months,A,A5,credit_card,Freedom 1,Individual,f
732,36 months,A,A5,credit_card,Gratitude,Individual,w
733,36 months,A,A5,credit_card,Help refinance,Individual,f
734,36 months,A,A5,credit_card,High APR credit consolidation,Individual,w
735,36 months,A,A5,credit_card,Home improvement,Individual,f
736,36 months,A,A5,credit_card,Improve,Individual,f
737,36 months,A,A5,credit_card,Lending Club Loan,Individual,f
738,36 months,A,A5,credit_card,Low Credit Card Interest,Individual,w
739,36 months,A,A5,credit_card,Lower Interest,Individual,f
740,36 months,A,A5,credit_card,Medical bill,Individual,w
741,36 months,A,A5,credit_card,My Help,Individual,w
742,36 months,A,A5,credit_card,New Beginning,Individual,w
743,36 months,A,A5,credit_card,Other,Individual,w
744,36 months,A,A5,credit_card,Pay Off Debts,Individual,f
745,36 months,A,A5,credit_card,Pay Off High Interest Cards,Individual,w
746,36 months,A,A5,credit_card,Pay off Lowes Card,Individual,f
747,36 months,A,A5,credit_card,Pay off credit cards,Individual,w
748,36 months,A,A5,credit_card,Personal Credit Consolidation,Individual,w
